Username,Review Date,Visit Date,Business,Review Title,Review Text,Rating
eypraxia1,"January 24, 2013",September 2012,Rouga,an exchelent choise for lunch or dinner!,"the tavern rouga is serving traditional greek cuisine, that will satisfy all kinds of taste! the portions are very large and the quality exchelent! the servise is quick! perfect choice for the centre of thessaloniki! tip: try the semi sweet red wine and the pandesia...More",5.0
Elita-Stella,"January 6, 2013",January 2013,Rouga,Very tasty cuisine,"We had lunch at ""Rouga"" and it was a very pleasant experience with very tasty plates (Greek cuisine), reasonable prices, nice decoration and polite service. We tried the ""Chicken nest"" and the ""Pondiac pork"" both rich and delicious plates. If you are on a diet...More",5.0
Maria S,"November 26, 2012",November 2012,Rouga,Excellent value for money,"In the Bezesteni market area of Thessaloniki is this little gem of a taverna.
Good choice of dishes with very reasonable prices.
The staff are efficient but not intrusive.
A nice atmosphere and possible even better if we had gone on a night when they have live music.
Can strongly recommend",4.0
TasosAnth,"November 7, 2012",November 2012,Rouga,Almost Perfect,"I was there last night. Starting from the atmosphere was excellent, a well decorated and warm place for anykind of person. The service was fast and polite. The portions where very good and the quality almost perfect...It was pitty that i was already full and...More",4.0
Kristo B,"August 17, 2012",,Rouga,Lovely place,Really a nice place to eat in Thessaloniki. The atmosphere is awesome and dishes are not so small. Many good wines and beers. Raccomended,4.0
561Heleen,"May 14, 2012",May 2012,Rouga,Best mousaka in Thessaloniki,This restaurant have a lovely atmosphere and theme. Excellent service. Staff are friendly . We enjoyed the live traditional music. Food portions are big and the mousaka was excellent. Highly recomended!,5.0
RodolfoLux,"April 22, 2023",April 2023,I Palia Athina,One of the best traditional meat taverns in Thessaloniki,"This tavern has a long tradition a very stable high quality with vey typical Greek meat specialities (like “gardoumba”), a very good and rich wine selection. Kind and experienced owner and staff. It is frequented by a stable clientele. Normally we share the address only with gourmet tourists.",5.0
delomixal,"March 1, 2020",March 2020,I Palia Athina,Hidden Gem,"One of the best places to visit for great food. It doesn't matter if you are a family, group of friends or on a business lunch. The food is what shines in this place. Oh... and the wines too. Do not expect to find any...More",5.0
Stefanos B,"January 2, 2020",June 2019,I Palia Athina,"Hidden gem, must visit place !","This is a traditional Greek taverna , but not a tourist trap, most customers are locals. Delicious greek meatballs (soutzoukakia),salads, hand -cut french fries (not frozen), tasty retsina (Greek white resinated wine) and many other dishes (not for vegetarians). Good list of wines too. Prices...More",5.0
thebingsingh2015,"May 24, 2022",May 2022,I Palia Athina,Steak & Wine,Wow ... thanks to Filippos for recommending this delightful restaurant. The wine selection is very good and the rib eye was excellent. It's a family run restaurant and the atmosphere is very nice and friendly. 2 people can't really do justice to the menu and...More,5.0
Antwniadhs,"March 27, 2019",December 2018,I Palia Athina,You should visit this place...!,"If you visit Thessaloniki , don't forget to go there. If you love meat , you would love this place. Everything is superb.",5.0
Ditis2014,"January 15, 2019",January 2019,I Palia Athina,Top food,Meat at its best . Friendly and very polite service. Endless wine list with top choices of Greek labels and very good prices. Try also the soutzoukakia !!,5.0
Argy720,"May 24, 2019",May 2019,I Palia Athina,A hidden gem,Top of its class. This place with their excellent service brings you a tastefull experience both on plates and on wine choices. The sommelier will find the wine that goes with your taste in no time and they will also recommend what type of meat...More,5.0
Stergios M,"March 30, 2019",March 2019,I Palia Athina,Η απλότητα στο μεγαλείο της simple the best!!,"I’ve travelled all around Europe and more, tasting meat cuts and flavors from the tavernas to Michelin restaurants. Nothing can not be compared with that underground meat place!!!!! Try filet and lamb chops and I’m sure you are gonna say cheers (stin ygia mou in...More",5.0
george_konior,"January 7, 2019",January 2019,I Palia Athina,"Really good ,highly recommended","-food : really good quality , super nice list on premium cuts (meat wise) -service : top notch -location : its located in kato toumba area 15 minutes from the city center Wine list: on of the biggest in Thessaloniki Overall: value for money highly...More",5.0
AngelK73GR,"December 28, 2018",December 2018,I Palia Athina,Top class meat venue...,"Decoration and ambiance is that of a typical Greek tavern. However as you can see various empty bottles of exceptional wine, sparsely decorated around, you are thinking that there is some underlying quality all over. We were not wrong. The meat is exceptional and ""house...More",5.0
JamesHfbc,"November 13, 2018",October 2018,I Palia Athina,Best Meat Ever,Unfortunately this place is hidden in a very small road. But hopefully this is its only disadvantage. The atmosphere is cosy. Decorated with several bottles of very famous wines from all over the world! I figured out that this place is a family business. We...More,4.0
Foodlover_mariam,"July 20, 2017",July 2017,I Palia Athina,Nice taverna,"One of the best tavernas I ve been. Good meat plates, interesting wine list, I don't understand the reason they still have this retsina though. Everything was really good but maybe I miss this extra thing to get impressed.",4.0
kalokasidisk,"May 27, 2017",May 2017,I Palia Athina,A should visit for meat and stake lovers,Very tasty meatballs (soutzoukakia) and liver. You should try gardoumpa if you want to try an original Greek specialty. All salads and dressings are fresh and made by himself. The wine list is fantastic it will satisfy even the most conneseur! Also the prices are...More,5.0
γιοντα χ,"April 8, 2017",April 2017,I Palia Athina,Amazing,"Simple and tasty dishes. We were a group of 10 people, tried a variety of meats and everything was correctly cooked. Their house wine was good. Store offers a significant variety in bottled wines. We will revisit soon.",5.0
Chris-AllinBlusive,"November 27, 2016",November 2016,I Palia Athina,All time Clasic,"Maybe its not located in a very trendy place, and its also difficult t spot this place , but when you ll find it and enter this place you really realise what will follow soon. The food is really the best in Town local wine...More",5.0
kalokasidisk,"November 28, 2019",November 2019,I Palia Athina,Best meat restaurant in Thessaloniki,Absolute must for meat lovers. We tried the rib eye taliatta and was delicious. Soutzoukakia are the best I have ever taste. French fried always hand made and impecable and so was the kritharaki pasta. You can accompany your dinner with the best Greek wines (great Cava collection) . A must visit,5.0
GeorgeDimi,"October 7, 2019",October 2019,I Palia Athina,All-time classic.,"Hard to find but if you are there you can find excellent food, atmosphere, and nice people. All-time classic!",5.0
Kostas M,"August 11, 2019",March 2019,I Palia Athina,Excellent,"Excellent food, place, people. Should definitely try if you are around. Try to book since it is very busy most of the days.",5.0
nikosk577,"June 16, 2019",June 2019,I Palia Athina,Excellent!,"In a small street, hard to find, it ‘s a hidden gastronomy paradise! You may call it a meat restaurant, specialized in ribeye and taliata. Good wine list, friendly service.",4.0
Xiaochen Q,"June 16, 2019",June 2019,I Palia Athina,Extraordinary!,"See online that it's the no.8 restaurant in Thessaloniki - cannot imagine how good are the 7 restaurant in front. The lamb was really really good - the lean meat was tender and juicy, the fat was not fatty at all but full of flavor,...More",5.0
